player_id,web_name,position_id,position_name,team_id,team_name,now_cost,1_pts
1,Leno,1,GKP,1,Arsenal,5.0,3.62
2,Rúnarsson,1,GKP,1,Arsenal,4.0,2.02
3,Willian,3,MID,1,Arsenal,6.5,3.24
7,Xhaka,3,MID,1,Arsenal,5.0,2.37
12,Elneny,3,MID,1,Arsenal,4.5,2.42
13,Maitland-Niles,3,MID,1,Arsenal,5.5,2.47
15,Partey,3,MID,1,Arsenal,5.0,2.34
17,Pépé,3,MID,1,Arsenal,7.5,4.06
18,Torreira,3,MID,1,Arsenal,4.5,2.0
19,Willock,3,MID,1,Arsenal,6.0,3.37
21,Smith Rowe,3,MID,1,Arsenal,5.5,3.11
22,Saka,3,MID,1,Arsenal,6.5,3.51
25,Guendouzi,3,MID,1,Arsenal,4.5,2.0
26,Martinelli,3,MID,1,Arsenal,5.5,2.61
4,Aubameyang,4,FWD,1,Arsenal,10.0,3.56
6,Lacazette,4,FWD,1,Arsenal,8.5,4.27
20,Nketiah,4,FWD,1,Arsenal,5.5,2.71
5,Cédric,2,DEF,1,Arsenal,4.5,2.3
8,Marí,2,DEF,1,Arsenal,4.5,2.37
9,Bellerín,2,DEF,1,Arsenal,5.0,3.25
10,Chambers,2,DEF,1,Arsenal,4.5,2.51
11,Kolasinac,2,DEF,1,Arsenal,4.5,2.0
14,Holding,2,DEF,1,Arsenal,4.5,3.27
16,Tierney,2,DEF,1,Arsenal,5.0,3.18
23,Gabriel,2,DEF,1,Arsenal,5.0,2.89
24,Mavropanos,2,DEF,1,Arsenal,4.5,2.0
27,Saliba,2,DEF,1,Arsenal,4.5,2.0
28,Steer,1,GKP,2,Aston Villa,4.0,2.0
30,Martínez,1,GKP,2,Aston Villa,5.5,4.89
29,Hourihane,3,MID,2,Aston Villa,5.0,2.39
32,Traoré,3,MID,2,Aston Villa,6.0,4.2
33,Grealish,3,MID,2,Aston Villa,8.0,4.28
34,Sanson,3,MID,2,Aston Villa,5.0,2.09
35,McGinn,3,MID,2,Aston Villa,6.0,3.05
37,Trézéguet,3,MID,2,Aston Villa,5.5,2.8
41,Nakamba,3,MID,2,Aston Villa,4.5,2.27
42,El Ghazi,3,MID,2,Aston Villa,6.0,3.98
43,Buendía,3,MID,2,Aston Villa,6.5,2.0
50,Douglas Luiz,3,MID,2,Aston Villa,4.5,2.27
51,Ramsey,3,MID,2,Aston Villa,4.5,2.38
40,Watkins,4,FWD,2,Aston Villa,7.5,4.47
47,Wesley,4,FWD,2,Aston Villa,5.5,2.07
48,Samatta,4,FWD,2,Aston Villa,5.5,2.0
49,Davis,4,FWD,2,Aston Villa,4.5,2.45
31,Engels,2,DEF,2,Aston Villa,4.5,2.0
36,Hause,2,DEF,2,Aston Villa,4.5,2.47
38,Mings,2,DEF,2,Aston Villa,5.0,3.5
39,Targett,2,DEF,2,Aston Villa,5.0,3.64
44,Cash,2,DEF,2,Aston Villa,5.0,2.95
45,Konsa,2,DEF,2,Aston Villa,5.0,3.26
46,Guilbert,2,DEF,2,Aston Villa,4.5,2.0
52,Young,2,DEF,2,Aston Villa,5.0,2.0
80,Raya,1,GKP,3,Brentford,4.5,2.0
92,Balcombe,1,GKP,3,Brentford,4.0,2.0
94,Gunnarsson,1,GKP,3,Brentford,4.0,2.0
77,Nørgaard,3,MID,3,Brentford,5.0,2.0
79,Fosu,3,MID,3,Brentford,5.5,2.0
81,Canós,3,MID,3,Brentford,5.5,2.0
82,Dasilva,3,MID,3,Brentford,5.5,2.0
