player_id,web_name,position_id,position_name,team_id,team_name,now_cost,1_pts
1,Leno,1,GKP,1,Arsenal,5.0,3.76
2,Rúnarsson,1,GKP,1,Arsenal,4.0,2.0
3,Willian,3,MID,1,Arsenal,6.5,4.07
7,Xhaka,3,MID,1,Arsenal,5.0,2.38
12,Elneny,3,MID,1,Arsenal,4.5,2.55
13,Maitland-Niles,3,MID,1,Arsenal,5.5,2.54
15,Partey,3,MID,1,Arsenal,5.0,2.37
17,Pépé,3,MID,1,Arsenal,7.5,5.16
18,Torreira,3,MID,1,Arsenal,4.5,2.0
19,Willock,3,MID,1,Arsenal,6.0,4.82
21,Smith Rowe,3,MID,1,Arsenal,5.5,4.16
22,Saka,3,MID,1,Arsenal,6.5,3.79
25,Guendouzi,3,MID,1,Arsenal,4.5,2.0
26,Martinelli,3,MID,1,Arsenal,5.5,4.07
4,Aubameyang,4,FWD,1,Arsenal,10.0,4.06
6,Lacazette,4,FWD,1,Arsenal,8.5,5.11
20,Nketiah,4,FWD,1,Arsenal,5.5,2.0
5,Cédric,2,DEF,1,Arsenal,4.5,3.1
8,Marí,2,DEF,1,Arsenal,4.5,3.4
9,Bellerín,2,DEF,1,Arsenal,5.0,3.9
10,Chambers,2,DEF,1,Arsenal,4.5,3.96
11,Kolasinac,2,DEF,1,Arsenal,4.5,2.0
14,Holding,2,DEF,1,Arsenal,4.5,3.6
16,Tierney,2,DEF,1,Arsenal,5.0,3.66
23,Gabriel,2,DEF,1,Arsenal,5.0,3.46
24,Mavropanos,2,DEF,1,Arsenal,4.5,2.0
27,Saliba,2,DEF,1,Arsenal,4.5,2.0
28,Steer,1,GKP,2,Aston Villa,4.0,2.0
30,Martínez,1,GKP,2,Aston Villa,5.5,4.89
29,Hourihane,3,MID,2,Aston Villa,5.0,2.0
32,Traoré,3,MID,2,Aston Villa,6.0,4.5
33,Grealish,3,MID,2,Aston Villa,8.0,5.38
34,Sanson,3,MID,2,Aston Villa,5.0,2.0
35,McGinn,3,MID,2,Aston Villa,6.0,3.08
37,Trézéguet,3,MID,2,Aston Villa,5.5,3.52
41,Nakamba,3,MID,2,Aston Villa,4.5,2.66
42,El Ghazi,3,MID,2,Aston Villa,6.0,5.1
43,Buendía,3,MID,2,Aston Villa,6.5,2.0
50,Douglas Luiz,3,MID,2,Aston Villa,4.5,2.26
51,Ramsey,3,MID,2,Aston Villa,4.5,2.7
40,Watkins,4,FWD,2,Aston Villa,7.5,4.54
47,Wesley,4,FWD,2,Aston Villa,5.5,2.0
48,Samatta,4,FWD,2,Aston Villa,5.5,2.0
49,Davis,4,FWD,2,Aston Villa,4.5,2.0
31,Engels,2,DEF,2,Aston Villa,4.5,2.0
36,Hause,2,DEF,2,Aston Villa,4.5,4.57
38,Mings,2,DEF,2,Aston Villa,5.0,3.58
39,Targett,2,DEF,2,Aston Villa,5.0,3.64
44,Cash,2,DEF,2,Aston Villa,5.0,3.28
45,Konsa,2,DEF,2,Aston Villa,5.0,3.33
46,Guilbert,2,DEF,2,Aston Villa,4.5,2.0
52,Young,2,DEF,2,Aston Villa,5.0,2.0
80,Raya,1,GKP,3,Brentford,4.5,2.0
92,Balcombe,1,GKP,3,Brentford,4.0,2.0
94,Gunnarsson,1,GKP,3,Brentford,4.0,2.0
77,Nørgaard,3,MID,3,Brentford,5.0,2.0
79,Fosu,3,MID,3,Brentford,5.5,2.0
81,Canós,3,MID,3,Brentford,5.5,2.0
82,Dasilva,3,MID,3,Brentford,5.5,2.0
84,Janelt,3,MID,3,Brentford,5.0,2.0
85,Ghoddos,3,MID,3,Brentford,5.5,2.0
86,Jensen,3,MID,3,Brentford,5.0,2.0
93,Zamburek,3,MID,3,Brentford,4.5,2.0
96,Mbeumo,3,MID,3,Brentford,5.5,2.0
97,Bidstrup,3,MID,3,Brentford,4.5,2.0
78,Toney,4,FWD,3,Brentford,6.5,2.0
88,Forss,4,FWD,3,Brentford,5.5,2.0
95,Dervişoğlu,4,FWD,3,Brentford,5.5,2.0
76,Jansson,2,DEF,3,Brentford,4.5,2.0
83,Henry,2,DEF,3,Brentford,4.5,2.0
87,Goode,2,DEF,3,Brentford,4.0,2.0
89,Roerslev,2,DEF,3,Brentford,4.5,2.0
90,Sørensen,2,DEF,3,Brentford,4.5,2.0
91,Pinnock,2,DEF,3,Brentford,4.5,2.0
54,Steele,1,GKP,4,Brighton,4.0,2.0
65,Ryan,1,GKP,4,Brighton,4.5,2.64
69,Sánchez,1,GKP,4,Brighton,4.5,3.74
53,Lallana,3,MID,4,Brighton,5.5,2.62
55,Groß,3,MID,4,Brighton,6.0,3.81
57,Pröpper,3,MID,4,Brighton,4.5,2.0
60,March,3,MID,4,Brighton,5.5,3.5
64,Trossard,3,MID,4,Brighton,6.5,4.17
66,Jahanbakhsh,3,MID,4,Brighton,5.5,2.64
70,Bissouma,3,MID,4,Brighton,4.5,2.18
73,Alzate,3,MID,4,Brighton,5.0,2.93
74,Mac Allister,3,MID,4,Brighton,5.5,3.1
75,Moder,3,MID,4,Brighton,4.5,2.34
63,Maupay,4,FWD,4,Brighton,6.5,3.48
72,Connolly,4,FWD,4,Brighton,5.5,3.3
56,Duffy,2,DEF,4,Brighton,4.0,2.0
58,Burn,2,DEF,4,Brighton,4.5,2.58
59,Dunk,2,DEF,4,Brighton,5.0,3.96
61,Webster,2,DEF,4,Brighton,4.5,2.94
62,Veltman,2,DEF,4,Brighton,4.5,3.61
67,White,2,DEF,4,Brighton,4.5,2.91
68,Bernardo,2,DEF,4,Brighton,4.0,2.0
71,Lamptey,2,DEF,4,Brighton,4.5,3.36
112,Pope,1,GKP,5,Burnley,5.5,4.5
114,Norris,1,GKP,5,Burnley,4.5,2.0
117,Peacock-Farrell,1,GKP,5,Burnley,4.5,2.0
101,Cork,3,MID,5,Burnley,4.5,2.13
102,Stephens,3,MID,5,Burnley,4.5,2.0
107,Westwood,3,MID,5,Burnley,5.5,2.96
108,Gudmundsson,3,MID,5,Burnley,5.5,2.79
115,Brownhill,3,MID,5,Burnley,4.5,2.31
116,Benson,3,MID,5,Burnley,4.5,2.0
118,McNeil,3,MID,5,Burnley,6.0,3.22
104,Rodriguez,4,FWD,5,Burnley,5.5,2.82
105,Barnes,4,FWD,5,Burnley,5.5,2.94
109,Wood,4,FWD,5,Burnley,7.0,4.36
111,Vydra,4,FWD,5,Burnley,5.5,3.16
98,Tarkowski,2,DEF,5,Burnley,5.0,3.03
99,Bardsley,2,DEF,5,Burnley,4.0,2.0
100,Pieters,2,DEF,5,Burnley,4.5,3.04
103,Long,2,DEF,5,Burnley,4.0,1.86
106,Mee,2,DEF,5,Burnley,5.0,3.4
